image,contrast_0,dissimilarity_0,homogeneity_0,energy_0,correlation_0,contrast_1,dissimilarity_1,homogeneity_1,energy_1,correlation_1,contrast_2,dissimilarity_2,homogeneity_2,energy_2,correlation_2,contrast_3,dissimilarity_3,homogeneity_3,energy_3,correlation_3,label
shape 1359 .jpg,859.0132105068898,909.0,959.0147484005905,56.0,3.368679256889764,3.5647058823529414,3.760842150590551,0.2196078431372549,0.9867896962675408,0.9860209762248947,0.9852518262171964,0.9991388060160551,0.8158020190557211,0.8151091995634338,0.8144232337643579,0.8229928194038765,0.9589009655147935,0.9565610114168389,0.9542236589555086,0.9973239670327556,1
shape 1296 .jpg,1024.015748031496,589.0,157.00241449311025,431.0,4.015748031496063,2.3098039215686272,0.6156957431102362,1.6901960784313725,0.9842522106844724,0.9909420847045797,0.9975855440209591,0.9933718820164242,0.8235761061668528,0.8280680165099934,0.8325643773530471,0.8295109158968174,0.948573215981183,0.9703333013505178,0.9920687520558935,0.9782914310391734,1
shape 796 .jpg,949.0145946112204,58.0,830.0127645177165,889.0,3.7216258612204727,0.22745098039215686,3.254952017716535,3.4862745098039216,0.9854056132222309,0.9991080490880571,0.9872356785821408,0.986328545504875,0.8438491087008365,0.8519224337465829,0.8451543588706127,0.8445049474929107,0.9466448512821969,0.9967367585215287,0.9532627889466542,0.9499804900918669,1
shape 1211 .jpg,518.0079662893701,770.0,1024.015748031496,250.0,2.0314037893700787,3.019607843137255,4.015748031496063,0.9803921568627452,0.9920338331392156,0.9881585827207578,0.9842522106844724,0.9961553840002461,0.8316737381214432,0.8287921346497092,0.8258858568752212,0.8335273749361487,0.9734824700441291,0.960711638684486,0.9479253323422777,0.9872440385339238,1
shape 911 .jpg,950.0146099901575,37.0,885.013610359252,918.0,3.7255474901574805,0.14509803921568626,3.4706416092519685,3.6,0.9853902345217274,0.9994309968320364,0.9863898500544512,0.9858825700489036,0.8157299017930507,0.8243154179029579,0.816658579214466,0.8161834880896542,0.9543706149679595,0.9982214787360911,0.9574202104336942,0.9558721724678839,1
shape 1006 .jpg,752.0115649606299,193.00000000000003,368.0056594488189,560.0,2.9490649606299213,0.7568627450980394,1.4431594488188977,2.196078431372549,0.9884352172214095,0.99703195644819,0.9943406382147324,0.9913880601605511,0.7499227430994814,0.7554783003991532,0.7536570481993962,0.7517810467242891,0.9728639683132618,0.9930374474827347,0.9867265506954559,0.9797974952498094,1
shape 101 .jpg,234.00359867125985,392.0,1024.015748031496,628.0,0.9176611712598426,1.5372549019607842,4.015748031496063,2.462745098039216,0.9964013840821939,0.9939716421123859,0.9842522106844724,0.990342324608618,0.925802481569838,0.9242204976116858,0.9187772940568504,0.9222857942274734,0.9741667854793623,0.9568855494944819,0.8877931775579614,0.9309288905166698,1
shape 129 .jpg,698.0107344980315,160.0,1024.015748031496,860.0,2.7372969980314963,0.6274509803921569,4.015748031496063,3.372549019607843,0.9892656670485954,0.9975394457601575,0.9842522106844724,0.9867745209608464,0.9198601675712513,0.9240076007949195,0.9166370442869015,0.9182558576667337,0.9250583101776002,0.982883482608098,0.8908482551912408,0.9079987190185277,1
shape 341 .jpg,1024.015748031496,786.0,550.0084584153544,234.0,4.015748031496063,3.0823529411764707,2.156895915354331,0.9176470588235295,0.9842522106844724,0.9879125272967736,0.9915417147231054,0.9964014394242303,0.8943169276184856,0.8966190858042296,0.898924328902013,0.9012667009551427,0.9147359498266948,0.9343535357807942,0.9539171930853452,0.9804563961484809,1
shape 1432 .jpg,898.013810285433,961.0000000000001,1024.015748031496,61.0,3.521622785433071,3.7686274509803925,4.015748031496063,0.2392156862745098,0.9861899269479064,0.9852212960969459,0.9842522106844724,0.9990619136960601,0.9402570871641619,0.9395749593194006,0.9388915947626135,0.9467969147900875,0.8649982025516736,0.856009701516738,0.84708057165043,0.9908601371410208,1
shape 1226 .jpg,360.0055364173228,690.0,1024.015748031496,330.0,1.4117864173228345,2.7058823529411766,4.015748031496063,1.2941176470588236,0.9944636678187598,0.989388859840679,0.9842522106844724,0.9949251068803248,0.8412323710027338,0.8377109342662806,0.8341666178528927,0.840957250484746,0.9806973980261351,0.9631221202092872,0.9454454966644195,0.982362753143572,1
shape 1122 .jpg,980.0150713582676,103.0,794.0122108759844,887.0,3.843196358267716,0.403921568627451,3.1137733759842523,3.4784313725490197,0.9849288735066241,0.9984160182081014,0.9877893118002647,0.986359302432873,0.7969924513296563,0.8057383022598098,0.7997189920909816,0.7983468966769178,0.9569339093565691,0.9954639556516979,0.9649503304243613,0.960935281857573,1
shape 808 .jpg,1011.015548105315,143.0,741.0113957923229,874.0,3.9647668553149606,0.5607843137254902,2.9059270423228347,3.4274509803921567,0.9844521337910173,0.9978008796481408,0.9886043829269473,0.9865592224648602,0.8433132665345974,0.8513702092096356,0.8463668992859101,0.8448524070148584,0.943154754654729,0.991943736200562,0.9581647877279668,0.9507591477514418,1
shape 128 .jpg,739.0113650344489,139.0,1024.015748031496,881.0,2.898083784448819,0.5450980392156862,4.015748031496063,3.454901960784314,0.9886351403279542,0.9978623935041367,0.9842522106844724,0.9864515732168672,0.903623071527467,0.9083595501035764,0.9006736148824546,0.9021557917042967,0.9340122560085281,0.9876258111245231,0.9091216840978756,0.9215707884942785,1
shape 334 .jpg,816.0125492125984,166.0,1034.015901820866,912.0,3.2000492125984255,0.6509803921568628,4.054964320866142,3.576470588235294,0.987450980389189,0.9974471749761633,0.984098423679438,0.9859748408328975,0.9246032582188473,0.9296155516875857,0.922240537743114,0.9235273452315079,0.9054438801482483,0.9808442147116685,0.8811731251772756,0.8947585772110951,1
shape 193 .jpg,948.0145792322835,35.0,968.0148868110236,958.0,3.717704232283465,0.13725490196078433,3.7961368110236218,3.7568627450980396,0.9854209919227342,0.9994617537600344,0.9851134179126653,0.9852674314889429,0.8802963242612046,0.8880584788096046,0.8800337243028183,0.8801600891272529,0.930809575071137,0.997446782117281,0.9294047220342625,0.9301109017266221,1
shape 312 .jpg,457.00702817421256,739.0,1024.015748031496,281.0,1.7921844242125984,2.8980392156862744,4.015748031496063,1.1019607843137254,0.9929719338699257,0.9886353151047274,0.9842522106844724,0.9956786516162766,0.9134009002298344,0.9107760813899615,0.9081304020210941,0.9145742341941875,0.9557196731169285,0.9286356552845736,0.9014510884954584,0.9728641666237685,1
shape 1105 .jpg,782.0120263287401,702.0,623.0095810777559,86.0,3.0667138287401574,2.7529411764705882,2.4431748277559056,0.3372549019607843,0.9879738562063062,0.9892043182726908,0.9904190695863538,0.9986774520960846,0.7948328012128352,0.795259922840933,0.7956799957499759,0.8011222274053728,0.9662522214275118,0.9697495616751247,0.9731925886408962,0.9962941058462405,1
shape 1434 .jpg,1024.015748031496,475.0,69.00106114665354,545.0,4.015748031496063,1.8627450980392157,0.27059239665354334,2.1372549019607843,0.9842522106844724,0.9926952296004674,0.9989388696652622,0.9916187371205364,0.9268449026459887,0.9315351718646127,0.9351080787098507,0.930966247402172,0.8744761648786934,0.9415565909179883,0.9914776140456913,0.932943878000639,1
shape 494 .jpg,672.0103346456693,173.0,1024.015748031496,847.0,2.6353346456692917,0.6784313725490196,4.015748031496063,3.32156862745098,0.9896655132616851,0.9973395257281703,0.9842522106844724,0.9869744409928336,0.8787227360385625,0.8826247048899903,0.8749132621289762,0.8768259334726387,0.9525102641531652,0.9878137008576692,0.9280999635967642,0.9403364429274335,1
shape 576 .jpg,128.001968503937,574.0,1024.015748031496,446.0,0.5019685039370079,2.2509803921568627,4.015748031496063,1.7490196078431373,0.9980315263355591,0.9911727616645649,0.9842522106844724,0.993141205056439,0.9252554319103343,0.9213145101065008,0.9173733204027962,0.9223654493629401,0.9861312170805675,0.9380231234215715,0.8898170111432289,0.951843750951256,1
shape 153 .jpg,1034.015901820866,871.0,707.0108729084645,165.0,4.054964320866142,3.4156862745098038,2.7725916584645667,0.6470588235294118,0.9840984236794379,0.9866053578568573,0.9891272587440645,0.9974625534401624,0.9084396877629909,0.9100934479697206,0.9117639495909885,0.91594457445131,0.9000441088632962,0.9154976421802186,0.9311544119341774,0.9839920906541172,1
shape 1035 .jpg,1024.015748031496,311.0,399.0061361958662,709.0,4.015748031496063,1.219607843137255,1.564729945866142,2.780392156862745,0.9842522106844724,0.9952172976963061,0.9938638984991255,0.9890966690246978,0.8411477057267963,0.8480010278816511,0.8477076756494923,0.8444412542192831,0.943141846708015,0.9826795335134425,0.9777103215821056,0.9605137918361116,1
shape 753 .jpg,886.013625738189,54.0,962.0147945374016,924.0,3.4745632381889764,0.21176470588235294,3.7726070374015745,3.623529411764706,0.9863744713539477,0.9991695629440531,0.985205690115686,0.9857902992649095,0.8294660089423392,0.8367902718438535,0.82833390962333,0.8288903581436122,0.9543596787977394,0.9972221324926581,0.9505674359310483,0.9524644991501725,1
shape 655 .jpg,397.0061054379922,311.0,1024.015748031496,709.0,1.5568866879921262,1.219607843137255,4.015748031496063,2.780392156862745,0.9938946559001324,0.9952172976963061,0.9842522106844724,0.9890966690246978,0.9118865774337462,0.9123141467820646,0.9061081421612209,0.9090062656317531,0.9624037134159117,0.970643948655662,0.9036629117702477,0.9330757543307526,1
shape 30 .jpg,440.0067667322835,290.0,1024.015748031496,730.0,1.7255167322834646,1.1372549019607843,4.015748031496063,2.8627450980392153,0.9932333717784843,0.9955402454402854,0.9842522106844724,0.9887737212807186,0.8756761527643419,0.8765385131891245,0.8697613767189165,0.8727309322303461,0.9701208885604375,0.9803739780746074,0.930934265529848,0.9505965654981495,1
shape 1410 .jpg,1024.015748031496,182.0,652.0100270669291,838.0,4.015748031496063,0.7137254901960784,2.556902066929134,3.2862745098039214,0.9842522106844724,0.9972011195521792,0.9899730872717539,0.9871128471688247,0.8142509221544323,0.8226132487286444,0.818859843462688,0.8165551906023224,0.9510163092150568,0.9912674549662757,0.9686205070759729,0.9597919080315339,1
shape 752 .jpg,707.0108729084645,155.0,1024.015748031496,865.0,2.7725916584645667,0.6078431372549019,4.015748031496063,3.392156862745098,0.9891272587440645,0.9976163380801525,0.9842522106844724,0.9866976286408513,0.8460443522360578,0.8504961577806314,0.8422604964400688,0.8441540816416635,0.9602386584250046,0.9913091963654372,0.9427546697781088,0.9514997087490537,1
shape 618 .jpg,644.009904035433,187.0,1024.015748031496,833.0,2.525529035433071,0.7333333333333333,4.015748031496063,3.2666666666666666,0.9900961168757815,0.9971242272321841,0.9842522106844724,0.9871897394888198,0.9361939897211755,0.9397134521231136,0.932785902927854,0.9344958903476577,0.9129199725732199,0.9747892545377348,0.8623549292647844,0.8876975883953644,1
shape 642 .jpg,856.0131643700787,36.0,896.013779527559,876.0,3.35691437007874,0.14117647058823532,3.513779527559055,3.4352941176470586,0.9868358323690511,0.9994463752960355,0.9862206843489134,0.9865284655368621,0.8500201110255969,0.8574177920665967,0.8498916055958794,0.8499578478051341,0.9502244713108927,0.9979051374352622,0.9478235177210618,0.949025010924714,1
shape 1402 .jpg,555.0085353100394,789.0,1024.015748031496,235.0,2.1765040600393704,3.094117647058823,4.015748031496063,0.9215686274509804,0.991464821220588,0.9878663919047765,0.9842522106844724,0.9963860609602313,0.8896546749818187,0.8872977835504082,0.884944718922456,0.8920106438567709,0.9573345643115082,0.939547470036837,0.9217966356720746,0.9819944936104646,1
shape 1178 .jpg,216.00332185039372,646.0,1104.0169783464567,456.0,0.8470718503937008,2.533333333333333,4.3294783464566935,1.788235294117647,0.996678200691256,0.9900655122566357,0.9830219146441969,0.9929874204164488,0.7455077390869619,0.740530713675021,0.735296048498246,0.7424676233302313,0.9924658773487828,0.9775121591459425,0.9616438262535872,0.9841262299853711,1
shape 581 .jpg,1024.015748031496,799.0,576.0088582677165,221.0,4.015748031496063,3.1333333333333337,2.258858267716535,0.8666666666666666,0.9842522106844724,0.9877126072647864,0.9911418685100157,0.9966013594562175,0.9173024897117459,0.9193825287599556,0.9214381289268427,0.9241286109231449,0.8899171007417526,0.9138313231076344,0.9376932924383102,0.9761661106467923,1
shape 874 .jpg,1024.015748031496,560.0,100.0015378937008,460.0,4.015748031496063,2.196078431372549,0.39216289370078744,1.803921568627451,0.9842522106844724,0.9913880601605511,0.9984621299496554,0.9929259065604528,0.8767481313892088,0.8811194912826721,0.8854892980308122,0.8819780635120418,0.9270291658976927,0.9599607106088724,0.9928260907436194,0.9671105837144307,1
shape 781 .jpg,1024.015748031496,642.0,264.0040600393701,378.0,4.015748031496063,2.5176470588235293,1.0353100393700787,1.4823529411764707,0.9842522106844724,0.9901270261126319,0.9959400230670906,0.9941869406083721,0.8796789523142677,0.8833523889729418,0.8870123564560243,0.8856115029308814,0.9252460625412813,0.952965609733474,0.9805893471754651,0.9723068543290546,1
shape 433 .jpg,518.0079662893701,250.0,1024.015748031496,770.0,2.0314037893700787,0.9803921568627452,4.015748031496063,3.019607843137255,0.9920338331392156,0.9961553840002462,0.9842522106844724,0.9881585827207578,0.85380057048359,0.8556777745992084,0.8483191611956764,0.8510657857253624,0.9697239429250523,0.9854360451443405,0.9405408352552318,0.9551430190445686,1
shape 181 .jpg,1258.019346702756,1172.0,1104.0169783464567,124.0,4.9334092027559056,4.59607843137255,4.3294783464566935,0.48627450980392156,0.9806535947666664,0.9819764401931536,0.9830219146441969,0.9980930704641221,0.8445538398549347,0.8453961884125337,0.8461022605055847,0.8546750276075519,0.927745135183235,0.9326479363178789,0.9365107679915614,0.9928745720580969,1
shape 372 .jpg,789.0121339812991,106.0,1005.015455831693,897.0,3.0941652312992125,0.4156862745098039,3.9412370816929134,3.5176470588235293,0.987866205302782,0.9983698828161043,0.9845444059940378,0.9862055177928829,0.8615528341243877,0.8671225152243803,0.8588477151950796,0.8601950310975632,0.9506226785732244,0.9933860703095676,0.9374672145508739,0.9440286930164731,1
shape 1247 .jpg,1024.015748031496,199.0,620.009534940945,821.0,4.015748031496063,0.7803921568627451,2.431409940944882,3.2196078431372546,0.9842522106844724,0.9969396856641958,0.9904652056878642,0.987374281056808,0.8161414501067217,0.8242136922364378,0.820805604528038,0.8184819525372051,0.9505421373162979,0.9903647322284049,0.969905575410545,0.9602484681382939,1
shape 1346 .jpg,228.00350639763778,396.0,1024.015748031496,624.0,0.8941313976377953,1.5529411764705883,4.015748031496063,2.4470588235294115,0.9964936562852146,0.9939101282563898,0.9842522106844724,0.9904038384646141,0.8435254957880782,0.8415306855544895,0.8354152907853775,0.8394775473387456,0.9876955826131099,0.9786895173837058,0.9450486349128266,0.9664198455743246,1
shape 200 .jpg,535.0082277312991,242.0,1024.015748031496,778.0,2.0980714812992125,0.9490196078431373,4.015748031496063,3.0509803921568626,0.991772395230657,0.9962784117122383,0.9842522106844724,0.9880355550087657,0.8648131218307854,0.8669096602777597,0.8595944342044767,0.8622173028398705,0.9662712509336344,0.9847947055812334,0.9358786659510456,0.9511168633975183,1
shape 864 .jpg,669.0102885088584,174.0,1024.015748031496,846.0,2.623569758858268,0.6823529411764706,4.015748031496063,3.3176470588235296,0.9897116493631953,0.9973241472641712,0.9842522106844724,0.9869898194568326,0.897632045216277,0.9015042193575051,0.8940438778390407,0.8958445626219823,0.9441066868181283,0.9855060477469256,0.9149607806865885,0.9295294045626389,1
shape 1454 .jpg,412.00633612204723,716.0,1024.015748031496,304.0,1.6157111220472442,2.8078431372549018,4.015748031496063,1.192156862745098,0.9936639753925807,0.9889890197767047,0.9842522106844724,0.9953249469442992,0.9352478912842574,0.9325593501297257,0.9298526148038891,0.9358972045577589,0.9467621693088213,0.9078126359062629,0.8686285558610289,0.9608589962507039,1
shape 970 .jpg,1024.015748031496,283.0,453.00696665846453,737.0,4.015748031496063,1.1098039215686273,1.776497908464567,2.8901960784313725,0.9842522106844724,0.9956478946882785,0.9930334486719394,0.9886660720327254,0.8334242472886695,0.8406155317066797,0.8395987576650444,0.83651781964917,0.9456784595086095,0.9849422632474333,0.9758232927590389,0.9607860353828918,1
shape 1186 .jpg,555.0085353100394,788.0,1024.015748031496,232.0,2.1765040600393704,3.0901960784313727,4.015748031496063,0.9098039215686274,0.9914648212205881,0.9878817703687756,0.9842522106844724,0.9964321963522283,0.861113672489208,0.858613806569643,0.8560860046557512,0.8635010711736816,0.9658615980451117,0.9516830320451624,0.937412619503626,0.9857746997899464,1
shape 609 .jpg,798.0122723917324,101.0,1003.015425073819,900.0,3.129459891732284,0.39607843137254906,3.9333938238188977,3.5294117647058822,0.987727796998251,0.9984467751360995,0.9845751633950448,0.9861593824008857,0.8680716079328357,0.8738524390973067,0.8657545522075648,0.8669087951865593,0.9476277182044522,0.9933856763751049,0.9344400360850914,0.9410576714766264,1
shape 250 .jpg,727.0111804872047,111.0,686.0105499507874,693.0,2.851024237204724,0.43529411764705883,2.690237450787402,2.717647058823529,0.9888196847339956,0.9982929904961092,0.9894502114546369,0.9893427244486821,0.8599990582828148,0.865508744028199,0.8605411601965934,0.8603869183936173,0.9551607761356875,0.9931496754140673,0.9576358684653878,0.9572317573148521,1
shape 1114 .jpg,597.0091812253936,809.0,1024.015748031496,211.0,2.3412124753937005,3.1725490196078434,4.015748031496063,0.8274509803921568,0.9908189157994434,0.9875588226247962,0.9842522106844724,0.9967551440962077,0.826397375702312,0.8238784495919582,0.8213286161945436,0.8293539077856827,0.9701879661344963,0.9597285539150265,0.9491866661519646,0.9894965696861194,1
shape 721 .jpg,914.0140563484251,913.0,913.0140409694882,47.0,3.5843688484251968,3.5803921568627453,3.580447219488189,0.18431372549019606,0.9859438677398514,0.9859594623688985,0.9859592464403548,0.9992772121920462,0.9056099764992556,0.9055016528498636,0.9053753917572327,0.9127182356151995,0.9153292225392963,0.9155306953124727,0.9156453213350972,0.9956516349175094,1
shape 1202 .jpg,635.009765625,768.0,901.0138564222441,131.0,2.490234375,3.011764705882353,3.5333876722440944,0.5137254901960784,0.9902345251803124,0.9881893396487559,0.9861437908463961,0.997985421216129,0.7969952564780199,0.7956112702164913,0.794235604878798,0.8016544243505755,0.97250113578257,0.9667610481656181,0.9610255049559606,0.9943304670251243,1
shape 988 .jpg,48.00073818897638,231.0,512.007874015748,279.0,0.18823818897637795,0.9058823529411765,2.0078740157480315,1.0941176470588236,0.9992618223758347,0.9964475748162274,0.9921261053422362,0.9957094085442747,0.7940734547169817,0.792971932007521,0.7909480174279572,0.7925099980165381,0.9979979128093246,0.9903374808362032,0.9785208747033459,0.9883296846463235,1
shape 588 .jpg,814.0125184547244,117.0,1032.0158710629921,925.0,3.1922059547244097,0.45882352941176474,4.047121062992126,3.627450980392157,0.9874817377901959,0.9982007197121152,0.9841291810804449,0.9857749208009103,0.9072409106233648,0.9127775957065505,0.9049154551700842,0.9060552250348616,0.923924106103429,0.9890978116714253,0.9041074642590616,0.9138074854364807,1
shape 1329 .jpg,617.0094888041339,820.0,1024.015748031496,200.0,2.4196450541338583,3.215686274509804,4.015748031496063,0.7843137254901961,0.9905113417893745,0.987389659520807,0.9842522106844724,0.9969243072001969,0.8569207972883297,0.8546188679477442,0.8523040658423777,0.8600922266601561,0.9629760080149241,0.9509651777858893,0.9389795067694177,0.9880402872648512,1
shape 412 .jpg,408.0062746062992,714.0,1024.015748031496,306.0,1.6000246062992127,2.8000000000000003,4.015748031496063,1.2,0.9937254901945944,0.9890197767047028,0.9842522106844724,0.9952941900163012,0.9104727850656563,0.9076535168577634,0.9048145131186229,0.9110493909690016,0.9619268733985048,0.933575063008036,0.9050240138935096,0.9715321698605871,1
shape 38 .jpg,1024.015748031496,490.0,44.00067667322835,530.0,4.015748031496063,1.9215686274509802,0.17255167322834644,2.0784313725490193,0.9842522106844724,0.9924645526404823,0.9993233371778484,0.9918494140805216,0.916127785897416,0.920791894781809,0.9247718444551173,0.9204630437212498,0.891549838976912,0.9479097157914134,0.9953048197571336,0.9436574476927537,1
shape 182 .jpg,990.0152251476378,927.0,865.0133027805118,65.0,3.8824126476377954,3.635294117647059,3.392209030511811,0.2549019607843137,0.9847750865015896,0.9857441638729123,0.9866974240645201,0.999000399840064,0.8312021904779955,0.8321319399444621,0.8330666486514314,0.839927380076459,0.9482330774691339,0.9514280074590775,0.9545785080085388,0.9965944261992364,1
shape 131 .jpg,1062.0163324311022,377.0,407.0062592273622,716.0,4.164769931102362,1.4784313725490197,1.5961029773622049,2.8078431372549018,0.9836678200653415,0.994202319072371,0.9937408688950979,0.9889890197767047,0.9331491716873637,0.9389346410454603,0.9389794380051101,0.936208335882065,0.8556784250038982,0.9485272154464633,0.9441626824770273,0.9022309197322903,1
shape 905 .jpg,913.0140409694882,47.0,934.0143639271654,923.0,3.580447219488189,0.18431372549019606,3.6628014271653546,3.619607843137255,0.9859592464403548,0.9992772121920462,0.9856362937297825,0.9858056777289084,0.8338382991016441,0.8415890604045065,0.8335248709797599,0.8336793467896253,0.951727659264528,0.9975162025032801,0.9506527687510523,0.9512191114797072,1
shape 100 .jpg,342.0052595964567,389.0,1062.0163324311022,695.0,1.341197096456693,1.5254901960784313,4.164769931102362,2.7254901960784315,0.9947404844278218,0.9940177775043828,0.9836678200653415,0.9893119675206841,0.9154901487890655,0.9148990790264016,0.9091477862498876,0.9123666433597595,0.9664236472908856,0.9618992769677704,0.8962260028553989,0.9319280141197951,1
shape 188 .jpg,190.0029219980315,419.0,1024.015748031496,601.0,0.7451094980314961,1.6431372549019607,4.015748031496063,2.3568627450980393,0.9970780469043454,0.9935564235844124,0.9842522106844724,0.9907575431365915,0.8720135971388108,0.8695703393954417,0.8638768683382264,0.8679847673476474,0.9876541637654169,0.9728624811031424,0.9338919990906595,0.9610748237302832,1
shape 1107 .jpg,743.0114265501969,875.0,1009.015517347441,132.0,2.9137703001968505,3.4313725490196076,3.956923597440945,0.5176470588235295,0.9885736255259404,0.9865438440008611,0.9844828911920241,0.99797004275213,0.7857373574347035,0.7838933389515461,0.7820380239849161,0.7910312349656621,0.969227283925077,0.963849909829083,0.958414137583365,0.9945466145713893,1
shape 303 .jpg,488.0075049212598,265.0,1024.015748031496,755.0,1.9137549212598424,1.0392156862745097,4.015748031496063,2.9607843137254903,0.9924951941543189,0.9959247070402608,0.9842522106844724,0.9883892596807431,0.9251719638406315,0.9267274745861427,0.9202552944481379,0.9227168871444531,0.9450624554933376,0.9702783569288749,0.8855771782679905,0.9153213565332098,1
shape 871 .jpg,1024.015748031496,510.0,24.00036909448819,510.0,4.015748031496063,2.0,0.09411909448818898,2.0,0.9842522106844724,0.992156983360502,0.9996309111879174,0.992156983360502,0.9216224259317815,0.9260852615502365,0.9303605460943052,0.9260852615502365,0.8834446756376565,0.9417233095718881,0.9972468023780032,0.9417233095718881,1
shape 901 .jpg,1024.015748031496,443.0,134.00206077755905,577.0,4.015748031496063,1.7372549019607844,0.5254982775590551,2.2627450980392156,0.9842522106844723,0.9931873404484359,0.9979392541325384,0.9911266262725679,0.836390760945508,0.8420953550960562,0.8453818708384448,0.8408901037785753,0.9447341433499457,0.9760206018605069,0.9927251173332335,0.968767239895062,1
shape 785 .jpg,473.00727423720474,273.0,1024.015748031496,747.0,1.8549304872047245,1.0705882352941176,4.015748031496063,2.929411764705882,0.9927258746618706,0.9958016793282687,0.9842522106844724,0.9885122873927352,0.8945824270742895,0.8958647222859887,0.8891104348286717,0.8918511320624122,0.9622119429341727,0.978274359907113,0.9188173001216838,0.9405529188667155,1
shape 708 .jpg,1024.015748031496,873.0,723.0111189714567,147.0,4.015748031496063,3.423529411764706,2.8353377214566926,0.5764705882352941,0.9842522106844724,0.9865746009288592,0.9888811995360094,0.9977393657921446,0.8442739772305632,0.84612051281237,0.8479511275224105,0.8525900084477409,0.9420392006985222,0.9504287870525795,0.9588161143669166,0.9916529572700219,1
shape 340 .jpg,1024.015748031496,729.0,438.0067359744095,291.0,4.015748031496063,2.8588235294117648,1.7176734744094488,1.1411764705882352,0.9842522106844724,0.9887890997447175,0.9932641291794911,0.9955248669762864,0.8974387249435862,0.9001770324648859,0.9028935486925116,0.9038522555581061,0.912073111014148,0.9372266045830764,0.962177131746116,0.9749423071792525,1
